mapping_id	cohort_id	annotation_field	original_label	harmonized_coarse	harmonized_mid	harmonized_fine	coarse_ontology_id	mid_ontology_id	fine_ontology_id	mapping_confidence	mapping_status	mapping_resolution_status	shadow_candidate_level	shadow_candidate_label	shadow_candidate_ontology_id	n_shadow_observations	mapping_source	source_sha256
canonical__8232e07f90ebc1410165	GSE206325	cluster_compartment	Stromal	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	low	canonical	unknown				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__2b91e935e82f5983018b	GSE206325	cluster_compartment	Unknown	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	low	canonical	unknown				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__ef64cfb1c67d69cd26c0	GSE206325	cluster_exclude		Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	low	canonical	unknown				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__f01dabb285b5df4e0c84	GSE206325	cluster_exclude	True	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	low	canonical	unknown				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__8f160837dc0f0b3b435f	GSE206325	cluster_group	B	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	low	canonical	unknown				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__7145a4d4e08bf1b860f3	GSE206325	cluster_group	DC	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	low	canonical	unknown				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__5586a84584b4ac726e4d	GSE206325	cluster_group	Doublets	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	low	canonical	unknown				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__16476d633ebe0c50c662	GSE206325	cluster_group	ILC	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	low	canonical	unknown				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__7ebc0c033d391843aa6e	GSE206325	cluster_group	Mast	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	low	canonical	unknown				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__79401bb3b39ddf3e1282	GSE206325	cluster_group	MonoMac	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	low	canonical	unknown				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__b402fbf6e40d9653d5be	GSE206325	cluster_group	NK	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	low	canonical	unknown				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__fa0e69dfc59fdf3b548e	GSE206325	cluster_group	Stromal	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	low	canonical	unknown				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__a6dc1cece590e0f405a0	GSE206325	cluster_group	T	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	low	canonical	unknown				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__7e87f644d1727119dbef	GSE206325	cluster_group	Unknown	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	low	canonical	unknown				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__6021db42b6b50eb1c65f	GSE206325	cluster_subgroup	1-Dysfunctional-terminal	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	low	canonical	unknown				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__23b174e7efb5e5d85ba6	GSE206325	cluster_subgroup	1-Tfh-like	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	low	canonical	unknown				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__b2eec3001c03ae71b2ff	GSE206325	cluster_subgroup	2-Dysfunctional-progenitor	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	low	canonical	unknown				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__e4ed9a1d28e72895b191	GSE206325	cluster_subgroup	2-Th1 GZMK	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	low	canonical	unknown				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__e320e01e33e4ea1cb977	GSE206325	cluster_subgroup	3-Dysfunctional-Proliferating	Cycling	Unknown	Unknown	identity::coarse::Cycling	annotation_status::mid::Unknown	annotation_status::fine::Unknown	high	canonical	unknown				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__08820c8ff0dfab77c82e	GSE206325	cluster_subgroup	3-Th1/Th17	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	low	canonical	unknown				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__3f83f2c234468f455bd2	GSE206325	cluster_subgroup	4-Dysfunctional-effector	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	low	canonical	unknown				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__fa90f19b39e5c81f9dc7	GSE206325	cluster_subgroup	4-Effector-Memory	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	low	canonical	unknown				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__a6f8cda78669c3fd0b59	GSE206325	cluster_subgroup	5-Effector	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	low	canonical	unknown				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__6a587c3bc2fdb8087711	GSE206325	cluster_subgroup	5-Memory	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	low	canonical	unknown				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__cf12edcc2c5598036ef8	GSE206325	cluster_subgroup	6-Memory	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	low	canonical	unknown				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__445233bc205454e68304	GSE206325	cluster_subgroup	7-Cytotoxic	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	low	canonical	unknown				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__eaaf74cd4d9126881ddc	GSE206325	cluster_subgroup	CD14	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	low	canonical	unknown				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__ee06fe482a965cf06370	GSE206325	cluster_subgroup	CD14 SPP1	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	low	canonical	unknown				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__ce885a7188604b7f8959	GSE206325	cluster_subgroup	CD16	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	low	canonical	unknown				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__d76a54e73614c280bb69	GSE206325	cluster_subgroup	Doublets	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	low	canonical	unknown				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__19f766aa728631206111	GSE206325	cluster_subgroup	Empty	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	low	canonical	unknown				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__d318b3f77220ac79d5c9	GSE206325	cluster_subgroup	Endothelial cells	Endothelial	Endothelial	Unknown	identity::coarse::Endothelial	identity::mid::Endothelial	annotation_status::fine::Unknown	high	canonical	resolved				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__c899c88eee636e163bde	GSE206325	cluster_subgroup	FCN1/CXCL9	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	low	canonical	unknown				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__541128d47fba70386668	GSE206325	cluster_subgroup	FOLR2	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	low	canonical	unknown				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__6a6242755bdd47f95f8f	GSE206325	cluster_subgroup	HSC	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	low	canonical	unknown				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__7cb2c2f7787d7c5e5fcd	GSE206325	cluster_subgroup	Hepatocytes	Tumor_like	Tumor_epithelial_like	Unknown	identity::coarse::Tumor_like	identity::mid::Tumor_epithelial_like	annotation_status::fine::Unknown	high	canonical	resolved				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__bf8fb172741fadae3fd1	GSE206325	cluster_subgroup	I	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	low	canonical	unknown				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__f987c8580805016cbd26	GSE206325	cluster_subgroup	II	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	low	canonical	unknown				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__d31a72fcb9e2acb19e31	GSE206325	cluster_subgroup	ILC	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	low	canonical	unknown				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__b09c448724cbf31c0572	GSE206325	cluster_subgroup	Intermediate	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	low	canonical	unknown				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__6fad210843a9b5e0b5e6	GSE206325	cluster_subgroup	Kupffer	Myeloid	Macrophage	Unknown	identity::coarse::Myeloid	identity::mid::Macrophage	annotation_status::fine::Unknown	high	canonical	resolved				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__04ae0f624ef4a497bb21	GSE206325	cluster_subgroup	MAIT	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	low	canonical	unknown				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__3e7b41cca47100de5544	GSE206325	cluster_subgroup	Mast	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	low	canonical	unknown				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__05ef9a02699de7235f4e	GSE206325	cluster_subgroup	Memory	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	low	canonical	unknown				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__b3bf8d3eac5bad4ddd39	GSE206325	cluster_subgroup	NK	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	low	canonical	unknown				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__1502f8938b709fd4b440	GSE206325	cluster_subgroup	Naive	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	low	canonical	unknown				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__d4aa26391d6937fd4cfc	GSE206325	cluster_subgroup	Plasma	B_Plasma	Plasma_cell	Unknown	identity::coarse::B_Plasma	identity::mid::Plasma_cell	annotation_status::fine::Unknown	high	canonical	resolved				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__776c5eb0e2eacebc705a	GSE206325	cluster_subgroup	Proliferating	Cycling	Unknown	Unknown	identity::coarse::Cycling	annotation_status::mid::Unknown	annotation_status::fine::Unknown	high	canonical	unknown				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__955733660e6c9389b20a	GSE206325	cluster_subgroup	SPP1	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	low	canonical	unknown				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__2ee24a2664b189cfd863	GSE206325	cluster_subgroup	TREM2	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	low	canonical	unknown				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__30d49868098e73aabada	GSE206325	cluster_subgroup	Treg	T_NK	Treg	Unknown	identity::coarse::T_NK	identity::mid::Treg	annotation_status::fine::Unknown	high	canonical	resolved				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__2cec5c351cfb503cd951	GSE206325	cluster_subgroup	cDC1	DC_APC	DC	Unknown	identity::coarse::DC_APC	identity::mid::DC	annotation_status::fine::Unknown	high	canonical	resolved				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__683a775acc5410f1d497	GSE206325	cluster_subgroup	cDC2	DC_APC	DC	Unknown	identity::coarse::DC_APC	identity::mid::DC	annotation_status::fine::Unknown	high	canonical	resolved				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__453ed6efa7cc3049b80f	GSE206325	cluster_subgroup	gdT	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	low	canonical	unknown				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__e9411774689c5ad421f7	GSE206325	cluster_subgroup	iNKT	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	low	canonical	unknown				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__06355ca604fcade0e5e0	GSE206325	cluster_subgroup	mregDC	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	low	canonical	unknown				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__9c3a116ac9bcf8db3cda	GSE206325	cluster_subgroup	pDC	DC_APC	pDC	Unknown	identity::coarse::DC_APC	identity::mid::pDC	annotation_status::fine::Unknown	high	canonical	resolved				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__8fb5695115ec5a5ffd7a	GSE206325	cluster_type		Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	low	canonical	unknown				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__67d2cdb919239aa9f62f	GSE206325	cluster_type	B	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	low	canonical	unknown				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__c951ed71b1c5a367e941	GSE206325	cluster_type	CD4	T_NK	CD4_T	Unknown	identity::coarse::T_NK	identity::mid::CD4_T	annotation_status::fine::Unknown	high	canonical	resolved				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__d5619718c64c05269adc	GSE206325	cluster_type	CD8	T_NK	CD8_T	Unknown	identity::coarse::T_NK	identity::mid::CD8_T	annotation_status::fine::Unknown	high	canonical	resolved				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__8d593cfc357aff1bde9b	GSE206325	cluster_type	DC	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	low	canonical	unknown				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__77df8d418c25913c0277	GSE206325	cluster_type	Macrophage	Myeloid	Macrophage	Unknown	identity::coarse::Myeloid	identity::mid::Macrophage	annotation_status::fine::Unknown	high	canonical	resolved				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__0429f2a0bc7f9c34bc15	GSE206325	cluster_type	Monocyte	Myeloid	Monocyte	Unknown	identity::coarse::Myeloid	identity::mid::Monocyte	annotation_status::fine::Unknown	high	canonical	resolved				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__da7338896a6cdb202499	GSE206325	cluster_type	NK	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	low	canonical	unknown				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__03354dd145b8c9540424	GSE206325	cluster_type	Naive	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	low	canonical	unknown				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__b9ffcbb1e19ac0761b57	GSE206325	cluster_type	Proliferating	Cycling	Unknown	Unknown	identity::coarse::Cycling	annotation_status::mid::Unknown	annotation_status::fine::Unknown	high	canonical	unknown				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__da5cbce79adb5c0cec66	GSE206325	cluster_type	Stromal	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	low	canonical	unknown				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__ab6af2926f3b05a5dbcb	GSE206325	cluster_type	Treg	T_NK	Treg	Unknown	identity::coarse::T_NK	identity::mid::Treg	annotation_status::fine::Unknown	high	canonical	resolved				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__2a2a05abb23920af56b9	GSE206325	cluster_type	Unknown	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	low	canonical	unknown				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__92fef38b70478e3a06a3	GSE207422_sc	celltype_raw		Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	low	canonical	unknown				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__a8f8f1a0a3b35e9a8437	GSE225063	celltype_raw	1	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	low	canonical	unknown				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__0f49b4ccb7d0b8587e20	GSE225063	celltype_raw	2	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	low	canonical	unknown				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__a911c446daef44c4acb5	GSE225063	celltype_raw	3	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	low	canonical	unknown				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__9ecd4970a35dffd76106	GSE225063	celltype_raw	4	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	low	canonical	unknown				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__963f563a6eef86dd7599	GSE225063	celltype_raw	5	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	low	canonical	unknown				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__1a7bd54451b322115ed9	GSE225063	celltype_raw	6	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	low	canonical	unknown				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__817e5dafb4c2ff12422c	GSE225063	celltype_raw	7	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	low	canonical	unknown				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__2a35ec07558e959042fa	GSE225063	celltype_raw	8	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	low	canonical	unknown				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__f52da632cff3326c0f18	GSE225063	celltype_raw	9	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	low	canonical	unknown				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__4be66cb66782e04b4690	GSE225063	final_clustering_results	1	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	low	canonical	unknown				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__3c426d3f12a3d3dac441	GSE225063	final_clustering_results	2	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	low	canonical	unknown				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__cca36d812dc6296e82fd	GSE225063	final_clustering_results	3	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	low	canonical	unknown				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
canonical__63160fad6cc5ba0ce0be	GSE225063	final_clustering_results	4	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	low	canonical	unknown				0	v6_original_to_harmonized_label_map	c271d7067eefff379b2a8e344b3697c4508ea6d07dbca45192e87dc0512849cd
