claim_id	claim_name	source_id	dataset_id	logical_unit_id	primary_role	selection_exposure	role_source	permitted_role	forbidden_use	eligibility_status	response_ready	treatment_context	timepoint_scope	endpoint_scope	reason	leakage_group_id
H3	stable discovery of unnamed spatial fields	013_ST_CRC_CMS	013_ST_CRC_CMS	dataset::013_ST_CRC_CMS	internal_validation	not_run_v7_stage1_metadata_audit	013_role_freeze_provenance	predeclared internal validation	external confirmation, tuning, or role replacement	ready_for_metadata_scoped_use	no	unknown	14_sections_7_patients	effective_metadata_if_present	two_sections_have_no_boundary_audit_rows_and_sections_are_nested	
H3	stable discovery of unnamed spatial fields	013_TLS_USZ	013_TLS_USZ	dataset::013_TLS_USZ	external_validation_locked	not_run_v7_stage1_metadata_audit	013_role_freeze_provenance	locked external validation only	selection, tuning, threshold choice, or role replacement	ready_for_metadata_scoped_use	no	unknown	8_patients	effective_metadata_if_present	small_patient_count_and_external_role_cannot_enter_selection	
H4	shared function with organ-specific implementation	006_GSE238264	006_GSE238264	dataset::006_GSE238264	HCC_post_treatment_spatial_response_support	not_run_v7_stage1_metadata_audit	006_effective_metadata_and_v7_registry	HCC_post_treatment_spatial_response_support	no_baseline_and_PD1_cabozantinib_effects_not_separable	ready_for_metadata_scoped_use	post_treatment_association_only	PD1X_extension	7	pathologic_response	no_baseline_and_PD1_cabozantinib_effects_not_separable	
H4	shared function with organ-specific implementation	006_GSE286827	006_GSE286827	dataset::006_GSE286827	external_direction_support	not_run_v7_stage1_metadata_audit	006_effective_metadata_and_v7_registry	external_direction_support	small_arm_and_dual_ICI_not_clean_PD1_replication	ready_for_metadata_scoped_use	within_environment_only	PDL1_ICI_anchor|dual_ICI_support	57	pathologic_response	small_arm_and_dual_ICI_not_clean_PD1_replication	
H4	shared function with organ-specific implementation	006_GSE291246	006_GSE291246	dataset::006_GSE291246	BCC_cross_cancer_spatial_support	not_run_v7_stage1_metadata_audit	006_effective_metadata_and_v7_registry	BCC_cross_cancer_spatial_support	18_sections_lack_transcripts_and_response_is_unavailable	ready_for_metadata_scoped_use	no	post_PD1|treatment_naive	35	unknown_or_mixed	18_sections_lack_transcripts_and_response_is_unavailable	
H4	shared function with organ-specific implementation	006_GSE301741	006_GSE301741	dataset::006_GSE301741	HNSCC_anchor_candidate	not_run_v7_stage1_metadata_audit	006_effective_metadata_and_v7_registry	HNSCC_anchor_candidate	formal_mid_level_measurement_coverage_insufficient	pending_interface_closure	no	PD1_ICI_anchor	27	pathologic_response	formal_mid_level_measurement_coverage_insufficient	
H4	shared function with organ-specific implementation	006_LAMBRECHT_HCC	006_LAMBRECHT_HCC	dataset::006_LAMBRECHT_HCC	HCC_external_combination_trajectory_validation	not_run_v7_stage1_metadata_audit	006_effective_metadata_and_v7_registry	HCC_external_combination_trajectory_validation	old_v7_summary_25_pre_22_post_22_paired_conflicts_with_effective_v1; checkpoint_and_combination_drug_differ_from_TASK02	ready_for_metadata_scoped_use	paired_or_context_support_only	PD1X_extension	112	RECIST	old_v7_summary_25_pre_22_post_22_paired_conflicts_with_effective_v1; checkpoint_and_combination_drug_differ_from_TASK02	
H4	shared function with organ-specific implementation	006_Mendeley_HCC	006_Mendeley_HCC	dataset::006_Mendeley_HCC	HCC_spatial_structure_support	not_run_v7_stage1_metadata_audit	006_effective_metadata_and_v7_registry	HCC_spatial_structure_support	local_h5ad_is_scRNA_not_spatial; patient_section_response_and_image_scale_contract_not_closed	pending_interface_closure	no	high_confounding_support	12	RECIST	local_h5ad_is_scRNA_not_spatial; patient_section_response_and_image_scale_contract_not_closed	
H4	shared function with organ-specific implementation	006_TASK01	006_TASK01	dataset::006_TASK01	HCC_PD1_reference_and_longitudinal_anchor	not_run_v7_stage1_metadata_audit	006_effective_metadata_and_v7_registry	HCC_PD1_reference_and_longitudinal_anchor	collection_dates_and_first_dose_timeline_not_fully_proven	ready_for_metadata_scoped_use	within_environment_only	PD1_ICI_anchor	72	mRECIST	collection_dates_and_first_dose_timeline_not_fully_proven	
H4	shared function with organ-specific implementation	006_TASK02	006_TASK02	dataset::006_TASK02	HCC_PD1_plus_X_longitudinal_rewiring	not_run_v7_stage1_metadata_audit	006_effective_metadata_and_v7_registry	HCC_PD1_plus_X_longitudinal_rewiring	PD1_plus_lenvatinib_not_exchangeable_with_TASK01	ready_for_metadata_scoped_use	paired_or_context_support_only	PD1X_extension	66	mRECIST	PD1_plus_lenvatinib_not_exchangeable_with_TASK01	
H4	shared function with organ-specific implementation	006_bulk	006_bulk	dataset::006_bulk	external_patient_level_direction_and_clinical_scale	not_run_v7_stage1_metadata_audit	006_effective_metadata_and_v7_registry	external_patient_level_direction_and_clinical_scale	treatment_endpoint_and_mapping_require_per_cohort_audit	ready_for_metadata_scoped_use	no	PD1_ICI_anchor_bulk|bulk_combo_support|external_anchor_only	0	RECIST	treatment_endpoint_and_mapping_require_per_cohort_audit	
H4	shared function with organ-specific implementation	006_perturbation	006_perturbation	dataset::006_perturbation	intervention_to_program_direction	not_run_v7_stage1_metadata_audit	006_effective_metadata_and_v7_registry	intervention_to_program_direction	cell_context_and_target_coverage_not_clinical_response	ready_for_metadata_scoped_use	no	external_anchor_only	0	unknown	cell_context_and_target_coverage_not_clinical_response	
H4	shared function with organ-specific implementation	006_sc_identity	006_sc_identity	dataset::006_sc_identity	pan_cancer_response_blind_program_and_carrier_discovery	not_run_v7_stage1_metadata_audit	006_effective_metadata_and_v7_registry	pan_cancer_response_blind_program_and_carrier_discovery	4_objects_are_support_only_not_raw_count_projection	ready_for_metadata_scoped_use	no	PD1X_extension|PD1_ICI_anchor|PD1_mono|anti-PD1|anti-PD1/CTLA4|healthy_control|high_confounding_support|unknown	32	RECIST	4_objects_are_support_only_not_raw_count_projection	
H4	shared function with organ-specific implementation	013_10x_cancer	013_10x_cancer	dataset::013_10x_cancer	adapter_and_platform_stress_test	not_run_v7_stage1_metadata_audit	013_sample_registry_and_v7_registry	adapter_and_platform_stress_test	patient_identity_duplicate_and_license_audit_needed	ready_for_metadata_scoped_use	no	unknown	73_datasets	effective_metadata_if_present	patient_identity_duplicate_and_license_audit_needed	
H4	shared function with organ-specific implementation	013_ATLAS_TABLE_S2	013_ATLAS_TABLE_S2	dataset::013_ATLAS_TABLE_S2	atlas_reference_and_identity_audit	not_run_v7_stage1_metadata_audit	013_sample_registry_and_v7_registry	atlas_reference_and_identity_audit	all current records excluded for missing block; do not treat as independent patient evidence	ready_for_metadata_scoped_use	no	unknown	340_records	effective_metadata_if_present	all current records excluded for missing block; do not treat as independent patient evidence	
H4	shared function with organ-specific implementation	013_GSE175540	013_GSE175540	dataset::013_GSE175540	external_validation_locked	not_run_v7_stage1_metadata_audit	013_role_freeze_provenance	locked external validation only	selection, tuning, threshold choice, or role replacement	ready_for_metadata_scoped_use	no	unknown	24_sample_cohort	effective_metadata_if_present	primary_external_role_cannot_enter_selection_or_tuning	
H4	shared function with organ-specific implementation	013_GSE211956	013_GSE211956	dataset::013_GSE211956	candidate_pending_response_semantics	not_run_v7_stage1_metadata_audit	013_role_freeze_provenance	locked external validation only	selection, tuning, threshold choice, or role replacement	pending_interface_closure	no	unknown	candidate_patient_crosswalk	effective_metadata_if_present	expression_coordinates_structure_and_response_semantics_not_closed	
H4	shared function with organ-specific implementation	013_GSE226997	013_GSE226997	dataset::013_GSE226997	spatial_context_support	not_run_v7_stage1_metadata_audit	013_sample_registry_and_v7_registry	spatial_context_support	CRC physical-specimen cohort; boundary/response scope remains limited	ready_for_metadata_scoped_use	no	unknown	4_sections_4_patients	effective_metadata_if_present	CRC physical-specimen cohort; boundary/response scope remains limited	
H4	shared function with organ-specific implementation	013_GSE274103	013_GSE274103	dataset::013_GSE274103	spatial_context_support	not_run_v7_stage1_metadata_audit	013_sample_registry_and_v7_registry	spatial_context_support	treatment_naive_PDAC; no treatment-response semantics in current registry	ready_for_metadata_scoped_use	no	unknown	5_sections_patient_linked	effective_metadata_if_present	treatment_naive_PDAC; no treatment-response semantics in current registry	
H4	shared function with organ-specific implementation	013_GSE274557	013_GSE274557	dataset::013_GSE274557	spatial_discovery_support	not_run_v7_stage1_metadata_audit	013_sample_registry_and_v7_registry	spatial_discovery_support	treatment_refractory_PDAC; no treatment-response semantics in current registry	ready_for_metadata_scoped_use	no	unknown	55_sections_13_patients	effective_metadata_if_present	treatment_refractory_PDAC; no treatment-response semantics in current registry	
H4	shared function with organ-specific implementation	013_HEST	013_HEST	dataset::013_HEST	atlas_reference_and_platform_stress_test	not_run_v7_stage1_metadata_audit	013_sample_registry_and_v7_registry	atlas_reference_and_platform_stress_test	treatment_metadata_nearly_absent	ready_for_metadata_scoped_use	no	unknown	492_selected_samples	effective_metadata_if_present	treatment_metadata_nearly_absent	
H4	shared function with organ-specific implementation	013_HTAN_CRC	013_HTAN_CRC	dataset::013_HTAN_CRC	training	not_run_v7_stage1_metadata_audit	013_role_freeze_provenance	training and training-fold tuning	external confirmation	ready_for_metadata_scoped_use	no	unknown	30_patients_31_blocks_47_sections	effective_metadata_if_present	formal_real_data_R04_K_not_selected	
H4	shared function with organ-specific implementation	013_STOmicsDB	013_STOmicsDB	dataset::013_STOmicsDB	cross_platform_candidate_discovery	not_run_v7_stage1_metadata_audit	013_sample_registry_and_v7_registry	cross_platform_candidate_discovery	clinical_fields_incomplete	ready_for_metadata_scoped_use	no	unknown	78_datasets	effective_metadata_if_present	clinical_fields_incomplete	
H4	shared function with organ-specific implementation	013_ST_CRC_CMS	013_ST_CRC_CMS	dataset::013_ST_CRC_CMS	internal_validation	not_run_v7_stage1_metadata_audit	013_role_freeze_provenance	predeclared internal validation	external confirmation, tuning, or role replacement	ready_for_metadata_scoped_use	no	unknown	14_sections_7_patients	effective_metadata_if_present	two_sections_have_no_boundary_audit_rows_and_sections_are_nested	
H4	shared function with organ-specific implementation	013_TLS_USZ	013_TLS_USZ	dataset::013_TLS_USZ	external_validation_locked	not_run_v7_stage1_metadata_audit	013_role_freeze_provenance	locked external validation only	selection, tuning, threshold choice, or role replacement	ready_for_metadata_scoped_use	no	unknown	8_patients	effective_metadata_if_present	small_patient_count_and_external_role_cannot_enter_selection	
H5	reproducible HCC context rewriting	006_GSE238264	006_GSE238264	dataset::006_GSE238264	HCC_post_treatment_spatial_response_support	not_run_v7_stage1_metadata_audit	006_effective_metadata_and_v7_registry	HCC_post_treatment_spatial_response_support	no_baseline_and_PD1_cabozantinib_effects_not_separable	ready_for_metadata_scoped_use	post_treatment_association_only	PD1X_extension	7	pathologic_response	no_baseline_and_PD1_cabozantinib_effects_not_separable	
H5	reproducible HCC context rewriting	006_GSE286827	006_GSE286827	dataset::006_GSE286827	external_direction_support	not_run_v7_stage1_metadata_audit	006_effective_metadata_and_v7_registry	external_direction_support	small_arm_and_dual_ICI_not_clean_PD1_replication	ready_for_metadata_scoped_use	within_environment_only	PDL1_ICI_anchor|dual_ICI_support	57	pathologic_response	small_arm_and_dual_ICI_not_clean_PD1_replication	
H5	reproducible HCC context rewriting	006_GSE291246	006_GSE291246	dataset::006_GSE291246	BCC_cross_cancer_spatial_support	not_run_v7_stage1_metadata_audit	006_effective_metadata_and_v7_registry	BCC_cross_cancer_spatial_support	18_sections_lack_transcripts_and_response_is_unavailable	ready_for_metadata_scoped_use	no	post_PD1|treatment_naive	35	unknown_or_mixed	18_sections_lack_transcripts_and_response_is_unavailable	
H5	reproducible HCC context rewriting	006_GSE301741	006_GSE301741	dataset::006_GSE301741	HNSCC_anchor_candidate	not_run_v7_stage1_metadata_audit	006_effective_metadata_and_v7_registry	HNSCC_anchor_candidate	formal_mid_level_measurement_coverage_insufficient	pending_interface_closure	no	PD1_ICI_anchor	27	pathologic_response	formal_mid_level_measurement_coverage_insufficient	
H5	reproducible HCC context rewriting	006_LAMBRECHT_HCC	006_LAMBRECHT_HCC	dataset::006_LAMBRECHT_HCC	HCC_external_combination_trajectory_validation	not_run_v7_stage1_metadata_audit	006_effective_metadata_and_v7_registry	HCC_external_combination_trajectory_validation	old_v7_summary_25_pre_22_post_22_paired_conflicts_with_effective_v1; checkpoint_and_combination_drug_differ_from_TASK02	ready_for_metadata_scoped_use	paired_or_context_support_only	PD1X_extension	112	RECIST	old_v7_summary_25_pre_22_post_22_paired_conflicts_with_effective_v1; checkpoint_and_combination_drug_differ_from_TASK02	
H5	reproducible HCC context rewriting	006_Mendeley_HCC	006_Mendeley_HCC	dataset::006_Mendeley_HCC	HCC_spatial_structure_support	not_run_v7_stage1_metadata_audit	006_effective_metadata_and_v7_registry	HCC_spatial_structure_support	local_h5ad_is_scRNA_not_spatial; patient_section_response_and_image_scale_contract_not_closed	pending_interface_closure	no	high_confounding_support	12	RECIST	local_h5ad_is_scRNA_not_spatial; patient_section_response_and_image_scale_contract_not_closed	
H5	reproducible HCC context rewriting	006_TASK01	006_TASK01	dataset::006_TASK01	HCC_PD1_reference_and_longitudinal_anchor	not_run_v7_stage1_metadata_audit	006_effective_metadata_and_v7_registry	HCC_PD1_reference_and_longitudinal_anchor	collection_dates_and_first_dose_timeline_not_fully_proven	ready_for_metadata_scoped_use	within_environment_only	PD1_ICI_anchor	72	mRECIST	collection_dates_and_first_dose_timeline_not_fully_proven	
H5	reproducible HCC context rewriting	006_TASK02	006_TASK02	dataset::006_TASK02	HCC_PD1_plus_X_longitudinal_rewiring	not_run_v7_stage1_metadata_audit	006_effective_metadata_and_v7_registry	HCC_PD1_plus_X_longitudinal_rewiring	PD1_plus_lenvatinib_not_exchangeable_with_TASK01	ready_for_metadata_scoped_use	paired_or_context_support_only	PD1X_extension	66	mRECIST	PD1_plus_lenvatinib_not_exchangeable_with_TASK01	
H5	reproducible HCC context rewriting	006_bulk	006_bulk	dataset::006_bulk	external_patient_level_direction_and_clinical_scale	not_run_v7_stage1_metadata_audit	006_effective_metadata_and_v7_registry	external_patient_level_direction_and_clinical_scale	treatment_endpoint_and_mapping_require_per_cohort_audit	ready_for_metadata_scoped_use	no	PD1_ICI_anchor_bulk|bulk_combo_support|external_anchor_only	0	RECIST	treatment_endpoint_and_mapping_require_per_cohort_audit	
H5	reproducible HCC context rewriting	006_perturbation	006_perturbation	dataset::006_perturbation	intervention_to_program_direction	not_run_v7_stage1_metadata_audit	006_effective_metadata_and_v7_registry	intervention_to_program_direction	cell_context_and_target_coverage_not_clinical_response	ready_for_metadata_scoped_use	no	external_anchor_only	0	unknown	cell_context_and_target_coverage_not_clinical_response	
H5	reproducible HCC context rewriting	006_sc_identity	006_sc_identity	dataset::006_sc_identity	pan_cancer_response_blind_program_and_carrier_discovery	not_run_v7_stage1_metadata_audit	006_effective_metadata_and_v7_registry	pan_cancer_response_blind_program_and_carrier_discovery	4_objects_are_support_only_not_raw_count_projection	ready_for_metadata_scoped_use	no	PD1X_extension|PD1_ICI_anchor|PD1_mono|anti-PD1|anti-PD1/CTLA4|healthy_control|high_confounding_support|unknown	32	RECIST	4_objects_are_support_only_not_raw_count_projection	
H5	reproducible HCC context rewriting	013_10x_cancer	013_10x_cancer	dataset::013_10x_cancer	adapter_and_platform_stress_test	not_run_v7_stage1_metadata_audit	013_sample_registry_and_v7_registry	adapter_and_platform_stress_test	patient_identity_duplicate_and_license_audit_needed	ready_for_metadata_scoped_use	no	unknown	73_datasets	effective_metadata_if_present	patient_identity_duplicate_and_license_audit_needed	
H5	reproducible HCC context rewriting	013_ATLAS_TABLE_S2	013_ATLAS_TABLE_S2	dataset::013_ATLAS_TABLE_S2	atlas_reference_and_identity_audit	not_run_v7_stage1_metadata_audit	013_sample_registry_and_v7_registry	atlas_reference_and_identity_audit	all current records excluded for missing block; do not treat as independent patient evidence	ready_for_metadata_scoped_use	no	unknown	340_records	effective_metadata_if_present	all current records excluded for missing block; do not treat as independent patient evidence	
H5	reproducible HCC context rewriting	013_GSE175540	013_GSE175540	dataset::013_GSE175540	external_validation	not_run_v7_stage1_metadata_audit	013_role_freeze_provenance	locked external validation only	selection, tuning, threshold choice, or role replacement	ready_for_metadata_scoped_use	no	unknown	24_sample_cohort	effective_metadata_if_present	primary_external_role_cannot_enter_selection_or_tuning	
H5	reproducible HCC context rewriting	013_GSE211956	013_GSE211956	dataset::013_GSE211956	candidate_pending_response_semantics	not_run_v7_stage1_metadata_audit	013_role_freeze_provenance	locked external validation only	selection, tuning, threshold choice, or role replacement	pending_interface_closure	no	unknown	candidate_patient_crosswalk	effective_metadata_if_present	expression_coordinates_structure_and_response_semantics_not_closed	
H5	reproducible HCC context rewriting	013_GSE226997	013_GSE226997	dataset::013_GSE226997	spatial_context_support	not_run_v7_stage1_metadata_audit	013_sample_registry_and_v7_registry	spatial_context_support	CRC physical-specimen cohort; boundary/response scope remains limited	ready_for_metadata_scoped_use	no	unknown	4_sections_4_patients	effective_metadata_if_present	CRC physical-specimen cohort; boundary/response scope remains limited	
H5	reproducible HCC context rewriting	013_GSE274103	013_GSE274103	dataset::013_GSE274103	spatial_context_support	not_run_v7_stage1_metadata_audit	013_sample_registry_and_v7_registry	spatial_context_support	treatment_naive_PDAC; no treatment-response semantics in current registry	ready_for_metadata_scoped_use	no	unknown	5_sections_patient_linked	effective_metadata_if_present	treatment_naive_PDAC; no treatment-response semantics in current registry	
H5	reproducible HCC context rewriting	013_GSE274557	013_GSE274557	dataset::013_GSE274557	spatial_discovery_support	not_run_v7_stage1_metadata_audit	013_sample_registry_and_v7_registry	spatial_discovery_support	treatment_refractory_PDAC; no treatment-response semantics in current registry	ready_for_metadata_scoped_use	no	unknown	55_sections_13_patients	effective_metadata_if_present	treatment_refractory_PDAC; no treatment-response semantics in current registry	
H5	reproducible HCC context rewriting	013_HEST	013_HEST	dataset::013_HEST	atlas_reference_and_platform_stress_test	not_run_v7_stage1_metadata_audit	013_sample_registry_and_v7_registry	atlas_reference_and_platform_stress_test	treatment_metadata_nearly_absent	ready_for_metadata_scoped_use	no	unknown	492_selected_samples	effective_metadata_if_present	treatment_metadata_nearly_absent	
H5	reproducible HCC context rewriting	013_HTAN_CRC	013_HTAN_CRC	dataset::013_HTAN_CRC	training	not_run_v7_stage1_metadata_audit	013_role_freeze_provenance	training and training-fold tuning	external confirmation	ready_for_metadata_scoped_use	no	unknown	30_patients_31_blocks_47_sections	effective_metadata_if_present	formal_real_data_R04_K_not_selected	
H5	reproducible HCC context rewriting	013_STOmicsDB	013_STOmicsDB	dataset::013_STOmicsDB	cross_platform_candidate_discovery	not_run_v7_stage1_metadata_audit	013_sample_registry_and_v7_registry	cross_platform_candidate_discovery	clinical_fields_incomplete	ready_for_metadata_scoped_use	no	unknown	78_datasets	effective_metadata_if_present	clinical_fields_incomplete	
H5	reproducible HCC context rewriting	013_ST_CRC_CMS	013_ST_CRC_CMS	dataset::013_ST_CRC_CMS	internal_validation	not_run_v7_stage1_metadata_audit	013_role_freeze_provenance	predeclared internal validation	external confirmation, tuning, or role replacement	ready_for_metadata_scoped_use	no	unknown	14_sections_7_patients	effective_metadata_if_present	two_sections_have_no_boundary_audit_rows_and_sections_are_nested	
H5	reproducible HCC context rewriting	013_TLS_USZ	013_TLS_USZ	dataset::013_TLS_USZ	external_validation	not_run_v7_stage1_metadata_audit	013_role_freeze_provenance	locked external validation only	selection, tuning, threshold choice, or role replacement	ready_for_metadata_scoped_use	no	unknown	8_patients	effective_metadata_if_present	small_patient_count_and_external_role_cannot_enter_selection	
H6	PD-1 response/failure is associated with multi-structure ecology	006_GSE238264	006_GSE238264	dataset::006_GSE238264	support_context_or_repair	not_run_v7_stage1_metadata_audit	006_effective_metadata_and_v7_registry	HCC_post_treatment_spatial_response_support	no_baseline_and_PD1_cabozantinib_effects_not_separable	ready_for_metadata_scoped_use	post_treatment_association_only	PD1X_extension	7	pathologic_response	no_baseline_and_PD1_cabozantinib_effects_not_separable	
H6	PD-1 response/failure is associated with multi-structure ecology	006_GSE286827	006_GSE286827	dataset::006_GSE286827	external_direction_support	not_run_v7_stage1_metadata_audit	006_effective_metadata_and_v7_registry	external_direction_support	small_arm_and_dual_ICI_not_clean_PD1_replication	ready_for_metadata_scoped_use	within_environment_only	PDL1_ICI_anchor|dual_ICI_support	57	pathologic_response	small_arm_and_dual_ICI_not_clean_PD1_replication	
H6	PD-1 response/failure is associated with multi-structure ecology	006_GSE291246	006_GSE291246	dataset::006_GSE291246	BCC_cross_cancer_spatial_support	not_run_v7_stage1_metadata_audit	006_effective_metadata_and_v7_registry	BCC_cross_cancer_spatial_support	18_sections_lack_transcripts_and_response_is_unavailable	ready_for_metadata_scoped_use	no	post_PD1|treatment_naive	35	unknown_or_mixed	18_sections_lack_transcripts_and_response_is_unavailable	
H6	PD-1 response/failure is associated with multi-structure ecology	006_GSE301741	006_GSE301741	dataset::006_GSE301741	HNSCC_anchor_candidate	not_run_v7_stage1_metadata_audit	006_effective_metadata_and_v7_registry	HNSCC_anchor_candidate	formal_mid_level_measurement_coverage_insufficient	pending_interface_closure	no	PD1_ICI_anchor	27	pathologic_response	formal_mid_level_measurement_coverage_insufficient	
H6	PD-1 response/failure is associated with multi-structure ecology	006_LAMBRECHT_HCC	006_LAMBRECHT_HCC	dataset::006_LAMBRECHT_HCC	support_context_or_repair	not_run_v7_stage1_metadata_audit	006_effective_metadata_and_v7_registry	HCC_external_combination_trajectory_validation	old_v7_summary_25_pre_22_post_22_paired_conflicts_with_effective_v1; checkpoint_and_combination_drug_differ_from_TASK02	ready_for_metadata_scoped_use	paired_or_context_support_only	PD1X_extension	112	RECIST	old_v7_summary_25_pre_22_post_22_paired_conflicts_with_effective_v1; checkpoint_and_combination_drug_differ_from_TASK02	
H6	PD-1 response/failure is associated with multi-structure ecology	006_Mendeley_HCC	006_Mendeley_HCC	dataset::006_Mendeley_HCC	HCC_spatial_structure_support	not_run_v7_stage1_metadata_audit	006_effective_metadata_and_v7_registry	HCC_spatial_structure_support	local_h5ad_is_scRNA_not_spatial; patient_section_response_and_image_scale_contract_not_closed	pending_interface_closure	no	high_confounding_support	12	RECIST	local_h5ad_is_scRNA_not_spatial; patient_section_response_and_image_scale_contract_not_closed	
H6	PD-1 response/failure is associated with multi-structure ecology	006_TASK01	006_TASK01	dataset::006_TASK01	HCC_PD1_reference_and_longitudinal_anchor	not_run_v7_stage1_metadata_audit	006_effective_metadata_and_v7_registry	HCC_PD1_reference_and_longitudinal_anchor	collection_dates_and_first_dose_timeline_not_fully_proven	ready_for_metadata_scoped_use	within_environment_only	PD1_ICI_anchor	72	mRECIST	collection_dates_and_first_dose_timeline_not_fully_proven	
H6	PD-1 response/failure is associated with multi-structure ecology	006_TASK02	006_TASK02	dataset::006_TASK02	support_context_or_repair	not_run_v7_stage1_metadata_audit	006_effective_metadata_and_v7_registry	HCC_PD1_plus_X_longitudinal_rewiring	PD1_plus_lenvatinib_not_exchangeable_with_TASK01	ready_for_metadata_scoped_use	paired_or_context_support_only	PD1X_extension	66	mRECIST	PD1_plus_lenvatinib_not_exchangeable_with_TASK01	
H6	PD-1 response/failure is associated with multi-structure ecology	006_bulk	006_bulk	dataset::006_bulk	external_patient_level_direction_and_clinical_scale	not_run_v7_stage1_metadata_audit	006_effective_metadata_and_v7_registry	external_patient_level_direction_and_clinical_scale	treatment_endpoint_and_mapping_require_per_cohort_audit	ready_for_metadata_scoped_use	no	PD1_ICI_anchor_bulk|bulk_combo_support|external_anchor_only	0	RECIST	treatment_endpoint_and_mapping_require_per_cohort_audit	
H6	PD-1 response/failure is associated with multi-structure ecology	006_perturbation	006_perturbation	dataset::006_perturbation	intervention_to_program_direction	not_run_v7_stage1_metadata_audit	006_effective_metadata_and_v7_registry	intervention_to_program_direction	cell_context_and_target_coverage_not_clinical_response	ready_for_metadata_scoped_use	no	external_anchor_only	0	unknown	cell_context_and_target_coverage_not_clinical_response	
H6	PD-1 response/failure is associated with multi-structure ecology	006_sc_identity	006_sc_identity	dataset::006_sc_identity	pan_cancer_response_blind_program_and_carrier_discovery	not_run_v7_stage1_metadata_audit	006_effective_metadata_and_v7_registry	pan_cancer_response_blind_program_and_carrier_discovery	4_objects_are_support_only_not_raw_count_projection	ready_for_metadata_scoped_use	no	PD1X_extension|PD1_ICI_anchor|PD1_mono|anti-PD1|anti-PD1/CTLA4|healthy_control|high_confounding_support|unknown	32	RECIST	4_objects_are_support_only_not_raw_count_projection	
H6	PD-1 response/failure is associated with multi-structure ecology	013_10x_cancer	013_10x_cancer	dataset::013_10x_cancer	adapter_and_platform_stress_test	not_run_v7_stage1_metadata_audit	013_sample_registry_and_v7_registry	adapter_and_platform_stress_test	patient_identity_duplicate_and_license_audit_needed	ready_for_metadata_scoped_use	no	unknown	73_datasets	effective_metadata_if_present	patient_identity_duplicate_and_license_audit_needed	
H6	PD-1 response/failure is associated with multi-structure ecology	013_ATLAS_TABLE_S2	013_ATLAS_TABLE_S2	dataset::013_ATLAS_TABLE_S2	atlas_reference_and_identity_audit	not_run_v7_stage1_metadata_audit	013_sample_registry_and_v7_registry	atlas_reference_and_identity_audit	all current records excluded for missing block; do not treat as independent patient evidence	ready_for_metadata_scoped_use	no	unknown	340_records	effective_metadata_if_present	all current records excluded for missing block; do not treat as independent patient evidence	
H6	PD-1 response/failure is associated with multi-structure ecology	013_GSE175540	013_GSE175540	dataset::013_GSE175540	external_validation	not_run_v7_stage1_metadata_audit	013_role_freeze_provenance	locked external validation only	selection, tuning, threshold choice, or role replacement	ready_for_metadata_scoped_use	no	unknown	24_sample_cohort	effective_metadata_if_present	primary_external_role_cannot_enter_selection_or_tuning	
H6	PD-1 response/failure is associated with multi-structure ecology	013_GSE211956	013_GSE211956	dataset::013_GSE211956	candidate_pending_response_semantics	not_run_v7_stage1_metadata_audit	013_role_freeze_provenance	locked external validation only	selection, tuning, threshold choice, or role replacement	pending_interface_closure	no	unknown	candidate_patient_crosswalk	effective_metadata_if_present	expression_coordinates_structure_and_response_semantics_not_closed	
H6	PD-1 response/failure is associated with multi-structure ecology	013_GSE226997	013_GSE226997	dataset::013_GSE226997	spatial_context_support	not_run_v7_stage1_metadata_audit	013_sample_registry_and_v7_registry	spatial_context_support	CRC physical-specimen cohort; boundary/response scope remains limited	ready_for_metadata_scoped_use	no	unknown	4_sections_4_patients	effective_metadata_if_present	CRC physical-specimen cohort; boundary/response scope remains limited	
H6	PD-1 response/failure is associated with multi-structure ecology	013_GSE274103	013_GSE274103	dataset::013_GSE274103	spatial_context_support	not_run_v7_stage1_metadata_audit	013_sample_registry_and_v7_registry	spatial_context_support	treatment_naive_PDAC; no treatment-response semantics in current registry	ready_for_metadata_scoped_use	no	unknown	5_sections_patient_linked	effective_metadata_if_present	treatment_naive_PDAC; no treatment-response semantics in current registry	
H6	PD-1 response/failure is associated with multi-structure ecology	013_GSE274557	013_GSE274557	dataset::013_GSE274557	spatial_discovery_support	not_run_v7_stage1_metadata_audit	013_sample_registry_and_v7_registry	spatial_discovery_support	treatment_refractory_PDAC; no treatment-response semantics in current registry	ready_for_metadata_scoped_use	no	unknown	55_sections_13_patients	effective_metadata_if_present	treatment_refractory_PDAC; no treatment-response semantics in current registry	
H6	PD-1 response/failure is associated with multi-structure ecology	013_HEST	013_HEST	dataset::013_HEST	atlas_reference_and_platform_stress_test	not_run_v7_stage1_metadata_audit	013_sample_registry_and_v7_registry	atlas_reference_and_platform_stress_test	treatment_metadata_nearly_absent	ready_for_metadata_scoped_use	no	unknown	492_selected_samples	effective_metadata_if_present	treatment_metadata_nearly_absent	
H6	PD-1 response/failure is associated with multi-structure ecology	013_HTAN_CRC	013_HTAN_CRC	dataset::013_HTAN_CRC	training	not_run_v7_stage1_metadata_audit	013_role_freeze_provenance	training and training-fold tuning	external confirmation	ready_for_metadata_scoped_use	no	unknown	30_patients_31_blocks_47_sections	effective_metadata_if_present	formal_real_data_R04_K_not_selected	
